algorithm,pca_dim,n_clusters,n_clusters_found_mean,variance_explained_mean,silhouette_mean,mi_mean,precision_mean,recall_mean,f1_mean,combined_score_mean,n_clusters_found_std,variance_explained_std,silhouette_std,mi_std,precision_std,recall_std,f1_std,combined_score_std
fcm,4,5,5.0,0.43117509635816414,0.5041919453764128,0.3441494220698576,7.89664235287225,8.56621530778834,8.217751252109556,0.8483413674462704,0.0,1.598848256068919e-09,0.16789283394972898,0.009424968828507465,0.3818032769429196,0.46176184692869704,0.41918805680263704,0.17731779896266553
fcm,4,7,7.0,0.43117509635816414,0.34196263408389055,0.3402760013882304,8.513480770938806,9.200038413521561,8.843454161856883,0.6822386354721207,0.0,1.598848256068919e-09,0.0018634549850051912,0.0010540062959708495,0.5183364646088745,0.556830462472841,0.5368992943791202,0.002917461204630179
fcm,6,2,2.0,0.5715889716524069,0.6643106308127388,0.3279411114114505,7.889126920685674,8.527801786228753,8.196040740653837,0.9922517422241892,0.0,9.779818900896522e-07,6.27916739809729e-05,0.0,0.0029743829076288083,0.0,0.0016049504255316544,6.279167398094534e-05
fcm,6,3,3.0,0.5715889716524069,0.4396693533974938,0.3323172648809191,6.926444660852021,7.548256986459234,7.223965021274997,0.7719866182784129,0.0,9.779818900896522e-07,0.00016510168227475337,0.00019342246541164204,0.028143985930790243,8.881784197001252e-16,0.015286094677185672,5.619917068772172e-05
fcm,6,4,4.0,0.5715889716524069,0.4939071666490346,0.33821689369889957,6.917702428440285,7.6923076923076925,7.2844690061097275,0.8321240603479341,0.0,9.779818900896522e-07,0.00016940634957754826,3.204937810639273e-17,0.0067545411890995435,0.0,0.003746107222955248,0.00016940634957757187
fcm,6,5,5.0,0.5715889716524069,0.4734749883327976,0.33861412763676685,7.636174094344541,8.441371362719677,8.018609742747673,0.8120891159695646,0.0,9.779818900896522e-07,0.0005062342929841113,3.6228919546821066e-05,0.0,0.0,0.0,0.0005312068638726467
fcm,6,7,7.0,0.5715889716524069,0.4790541885510003,0.3366518018442526,11.010153907515493,12.119466052050322,11.538059136662033,0.8157059903952529,0.0,9.779818900896522e-07,0.015151281361988456,0.002070628315284043,1.9742536749532515,2.09481404935936,2.0335401199925944,0.0172217850031705
fcm,8,2,2.0,0.6619908319926427,0.6089750116327043,0.3210751581214627,7.856321453618801,8.527801786228753,8.178301747708595,0.9300501697541669,0.0,6.798672665150252e-06,9.72845800138684e-06,0.0,0.0009830575429185813,0.0,0.0005326210107657551,9.72845800138684e-06
fcm,8,3,3.0,0.6619908319926427,0.4152589196733614,0.3326318886736353,7.0304046562141425,7.749927974647076,7.37228455280379,0.7478908083469967,0.0,6.798672665150252e-06,0.00022877928828196178,0.00013029171427016912,0.09971358071363982,0.0,0.054571270304332356,0.00010041314405107965
fcm,8,4,4.0,0.6619908319926427,0.4217307221758146,0.328725154208231,7.133970961970146,7.711514453087486,7.411508346559276,0.7504558763840455,0.0,6.798672665150252e-06,0.0001313871550504594,1.0247028722998693e-06,0.01124803288653986,0.013581230792020184,0.012335313116996323,0.0001303919027293412
