pca_dim,eps,min_samples,n_clusters_found,silhouette,mi,combined_score,precision,recall,f1,noise_percentage,n_clusters_found_std,silhouette_std,mi_std,combined_score_std,precision_std,recall_std,f1_std,noise_percentage_std
5,0.2,5,48.0,0.8897516199970612,0.3764485868732687,1.2662002068703297,100.0,92.21902017291067,95.95202398800599,5.1,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.2,10,31.0,0.8955081963435633,0.37199234979072143,1.2675005461342848,100.0,92.21902017291067,95.95202398800599,7.419999999999999,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,8.881784197001252e-16
5,0.2,15,25.0,0.9041536372196027,0.3698586480917561,1.274012285311359,100.0,92.21902017291067,95.95202398800599,8.92,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.2,20,21.0,0.912248652920404,0.3681440217208876,1.2803926746412917,100.0,92.21902017291067,95.95202398800599,10.36,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.2,50,11.0,0.9258367148724006,0.36278768653404025,1.288624401406441,100.0,92.21902017291067,95.95202398800599,16.66,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.3,5,39.0,0.8233505164363812,0.3815969842139881,1.2049475006503694,100.0,92.21902017291067,95.95202398800599,3.6999999999999997,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.3,10,31.0,0.8448915488545986,0.3757128754243501,1.2206044242789487,100.0,92.21902017291067,95.95202398800599,5.419999999999999,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,8.881784197001252e-16
5,0.3,15,21.0,0.8509192457681404,0.3714404430711382,1.2223596888392785,100.0,92.21902017291067,95.95202398800599,7.7799999999999985,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,8.881784197001252e-16
5,0.3,20,19.0,0.8521166606556657,0.370333558477179,1.2224502191328448,100.0,92.21902017291067,95.95202398800599,8.559999999999999,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.3,50,10.0,0.8628683299846478,0.36429575670591535,1.227164086690563,100.0,92.21902017291067,95.95202398800599,14.56,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.4,5,33.0,0.7443803484521251,0.38179642425096455,1.1261767727030896,100.0,92.21902017291067,95.95202398800599,3.06,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.4,10,26.0,0.7731956248682702,0.37831502924513005,1.1515106541134004,100.0,92.21902017291067,95.95202398800599,4.38,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.4,15,17.0,0.7815103963302074,0.37365595299469573,1.1551663493249031,100.0,92.21902017291067,95.95202398800599,6.44,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,8.881784197001252e-16
5,0.4,20,14.0,0.7897319818334205,0.3718983804565681,1.1616303622899886,100.0,92.21902017291067,95.95202398800599,7.48,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.4,50,8.0,0.793967704797606,0.3654840656352876,1.1594517704328937,100.0,92.21902017291067,95.95202398800599,13.100000000000001,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.5,5,26.0,0.7078077775476103,0.3827368958933984,1.0905446734410087,100.0,92.21902017291067,95.95202398800599,2.6,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.5,10,22.0,0.7298724575824558,0.38087973270223124,1.1107521902846869,100.0,92.21902017291067,95.95202398800599,3.2399999999999998,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.5,15,15.0,0.7401782062875616,0.37580213335928425,1.1159803396468457,100.0,92.21902017291067,95.95202398800599,5.38,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.5,20,14.0,0.7568730636467267,0.3739537356701428,1.1308267993168695,100.0,92.21902017291067,95.95202398800599,6.2799999999999985,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,8.881784197001252e-16
5,0.5,50,8.0,0.760904047304728,0.36737913292299385,1.1282831802277218,100.0,92.21902017291067,95.95202398800599,11.08,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.6,5,21.0,0.6553001084890848,0.38371889137060994,1.0390189998596948,100.0,92.21902017291067,95.95202398800599,2.1999999999999997,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.6,10,17.0,0.6759136457840912,0.381239196213116,1.0571528419972072,100.0,92.21902017291067,95.95202398800599,2.68,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.6,15,13.0,0.6757377611678138,0.3784442811963071,1.0541820423641208,100.0,92.21902017291067,95.95202398800599,3.7999999999999994,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,4.440892098500626e-16
5,0.6,20,11.0,0.7022060796672246,0.3764671063897936,1.0786731860570182,100.0,92.21902017291067,95.95202398800599,4.66,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.6,50,6.0,0.73040599319681,0.3679849029912801,1.0983908961880902,100.0,92.21902017291067,95.95202398800599,9.44,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.7,5,15.0,0.4386204687809357,0.38254738828969287,0.8211678570706286,100.0,92.21902017291067,95.95202398800599,2.02,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.7,10,14.0,0.4391502604564886,0.38174904508658125,0.8208993055430698,100.0,92.21902017291067,95.95202398800599,2.32,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.7,15,11.0,0.4497499071160808,0.3796134589283671,0.8293633660444479,100.0,92.21902017291067,95.95202398800599,3.16,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.7,20,9.0,0.5432813573612602,0.3780541482995376,0.9213355056607977,100.0,92.21902017291067,95.95202398800599,4.02,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.7,50,6.0,0.5867771376320207,0.36976107298282884,0.9565382106148496,100.0,92.21902017291067,95.95202398800599,7.960000000000001,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.4210854715202004e-14,0.0,0.0
5,0.8,5,13.0,0.44166829323676654,0.3826444901604155,0.8243127833971821,100.0,92.21902017291067,95.95202398800599,1.9800000000000002,0.0,5.551115123125783e-17,5.551115123125783e-17,1.1102230246251565e-16,0.0,1.4210854715202004e-14,0.0,0.0
5,0.8,10,11.0,0.44020873124343257,0.3819919380122414,0.822200669255674,100.0,92.21902017291067,95.95202398800599,2.26,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
5,0.8,15,9.0,0.4391351100675878,0.3807481376754833,0.819883247743071,100.0,92.21902017291067,95.95202398800599,2.8000000000000003,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.4210854715202004e-14,0.0,0.0
5,0.8,20,8.0,0.5824926997949682,0.3787379111821903,0.9612306109771586,100.0,92.21902017291067,95.95202398800599,3.78,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.4210854715202004e-14,0.0,4.440892098500626e-16
5,0.8,50,5.0,0.603686390158589,0.37166387619501123,0.9753502663536002,100.0,92.21902017291067,95.95202398800599,6.739999999999999,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,8.881784197001252e-16
6,0.2,5,52.0,0.8878490172955452,0.3751079853231675,1.262957002618713,100.0,92.21902017291067,95.95202398800599,5.7,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.2,10,33.0,0.8974019866137787,0.37063442524198176,1.2680364118557605,100.0,92.21902017291067,95.95202398800599,8.34,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.2,15,26.0,0.9136007005402985,0.36847945457959436,1.2820801551198928,100.0,92.21902017291067,95.95202398800599,10.059999999999999,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.2,20,20.0,0.9294994630177286,0.3663807029192932,1.2958801659370218,100.0,92.21902017291067,95.95202398800599,12.1,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.2,50,11.0,0.9330718436923472,0.3620369427970138,1.2951087864893611,100.0,92.21902017291067,95.95202398800599,17.82,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.3,5,49.0,0.8942605349081655,0.37825855290630694,1.2725190878144725,100.0,92.21902017291067,95.95202398800599,4.3999999999999995,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.3,10,32.0,0.9009535867990911,0.3731889571566507,1.2741425439557417,100.0,92.21902017291067,95.95202398800599,6.7,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.3,15,25.0,0.9048255026326069,0.3705790940944203,1.275404596727027,100.0,92.21902017291067,95.95202398800599,8.38,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.3,20,22.0,0.9161559968401254,0.36887266295353677,1.2850286597936622,100.0,92.21902017291067,95.95202398800599,9.719999999999999,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.3,50,12.0,0.9241778281204912,0.36332354428366437,1.2875013724041555,100.0,92.21902017291067,95.95202398800599,15.88,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,1.7763568394002505e-15
6,0.4,5,41.0,0.8425532794589944,0.3803966331764253,1.2229499126354197,100.0,92.21902017291067,95.95202398800599,3.6199999999999997,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,4.440892098500626e-16
6,0.4,10,28.0,0.8490369367129142,0.3757128754243498,1.2247498121372642,100.0,92.21902017291067,95.95202398800599,5.419999999999999,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,8.881784197001252e-16
6,0.4,15,20.0,0.8617128507854787,0.3720238558538347,1.2337367066393132,100.0,92.21902017291067,95.95202398800599,7.3999999999999995,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.4,20,19.0,0.8616849311294281,0.3707459466872509,1.232430877816679,100.0,92.21902017291067,95.95202398800599,8.260000000000002,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.4,50,11.0,0.8756609764334508,0.3643420986000456,1.2400030750334965,100.0,92.21902017291067,95.95202398800599,14.499999999999998,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.5,5,37.0,0.8346639200542079,0.38239255296765134,1.2170564730218592,100.0,92.21902017291067,95.95202398800599,3.3000000000000003,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.5,10,27.0,0.8478240982815604,0.37713642044848594,1.2249605187300463,100.0,92.21902017291067,95.95202398800599,4.82,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.5,15,18.0,0.8612383887210336,0.37237664125196734,1.2336150299730009,100.0,92.21902017291067,95.95202398800599,7.180000000000001,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.5,20,17.0,0.8609417414752215,0.37171286443073015,1.2326546059059518,100.0,92.21902017291067,95.95202398800599,7.599999999999999,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,8.881784197001252e-16
